root,arabic,count,n_lemmas,top_lemmas,pos_distribution,cluster_id,cluster_name,n_surahs,meccan_share,top_co_roots,is_bridge,n_neighbor_clusters,notable
gly,غلي,2,2,yagoliY (يَغْلِى) x1; galoY (غَلْى) x1,"V: 50%, N: 50%",325,,1,1.0,,False,0,rare (2 occ.); confined to 1 surah
Etl,عتل,2,2,{Eotilu (ٱعْتِلُ) x1; Eutul~ (عُتُلّ) x1,"V: 50%, ADJ: 50%",146,,2,1.0,,False,0,rare (2 occ.)
dhr,دهر,2,1,d~ahor (دَّهْر) x2,N: 100%,279,,2,0.5,,False,0,noun-only; rare (2 occ.)
Hqf,حقف,1,1,>aHoqaAf (أَحْقَاف) x1,PN: 100%,182,,1,1.0,,False,0,proper-noun-only; single occurrence; confined to 1 surah
Eyy,عيي,2,1,Eayiy (عَيِي) x2,V: 100%,77,Creation & the Appointed Term,2,1.0,xlq (خلق) x2,False,1,verb-only; rare (2 occ.); in named cluster: Creation & the Appointed Term
tEs,تعس,1,1,taEos (تَعْس) x1,N: 100%,588,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
Asn,اسن,1,1,'aAsin (ءَاسِن) x1,N: 100%,87,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
Esl,عسل,1,1,Easal (عَسَل) x1,N: 100%,144,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
mEy,معي,1,1,>amoEaA^' (أَمْعَا^ء) x1,N: 100%,436,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
$rT,شرط,1,1,>a$oraAT (أَشْرَاط) x1,N: 100%,30,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
qfl,قفل,1,1,>aqofaAl (أَقْفَال) x1,N: 100%,503,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
Dgn,ضغن,2,1,>aDoga`n (أَضْغَٰن) x2,N: 100%,75,Witnessing the Visible Sign,1,0.0,xrj (خرج) x2,False,1,noun-only; rare (2 occ.); in named cluster: Witnessing the Visible Sign; confined to 1 surah
lHn,لحن,1,1,laHon (لَحْن) x1,N: 100%,413,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
mHn,محن,2,1,{motaHana (ٱمْتَحَنَ) x2,V: 100%,0,The Believers' Reward,2,0.0,Ajr (اجر) x2; Alh (اله) x2,False,2,verb-only; rare (2 occ.); in named cluster: The Believers' Reward
nbz,نبز,1,1,tanaAbazu (تَنَابَزُ) x1,V: 100%,463,,1,0.0,,False,0,verb-only; single occurrence; confined to 1 surah
lqb,لقب,1,1,>aloqa`b (أَلْقَٰب) x1,N: 100%,427,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
jss,جسس,1,1,tajas~asu (تَجَسَّسُ) x1,V: 100%,380,,1,0.0,,False,0,verb-only; single occurrence; confined to 1 surah
$Eb,شعب,2,2,$uEuwb (شُعُوب) x1; $uEab (شُعَب) x1,N: 100%,2,,2,0.5,,False,0,noun-only; rare (2 occ.)
lyt,ليت,1,1,yalito (يَلِتْ) x1,V: 100%,431,,1,0.0,,False,0,verb-only; single occurrence; confined to 1 surah
bsq,بسق,1,1,baAsiqa`t (بَاسِقَٰت) x1,N: 100%,262,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
lfZ,لفظ,1,1,yalofiZu (يَلْفِظُ) x1,V: 100%,420,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
Hyd,حيد,1,1,taHiydu (تَحِيدُ) x1,V: 100%,197,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
Hbk,حبك,1,1,Hubuk (حُبُك) x1,N: 100%,165,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
shw,سهو,2,1,saAhuwn (سَاهُون) x2,N: 100%,566,,2,1.0,,False,0,noun-only; rare (2 occ.)
hjE,هجع,1,1,yahojaEu (يَهْجَعُ) x1,V: 100%,341,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
Skk,صكك,1,1,Sak~ato (صَكَّتْ) x1,V: 100%,212,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
rqq,رقق,1,1,raq~ (رَقّ) x1,N: 100%,543,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
mwr,مور,3,2,tamuwru (تَمُورُ) x2; mawor (مَوْر) x1,"V: 67%, N: 33%",1,,2,1.0,smw (سمو) x2,False,1,rare (3 occ.)
dEE,دعع,3,2,yaduE~u (يَدُعُّ) x2; daE~ (دَعّ) x1,"V: 67%, N: 33%",271,,2,1.0,,False,0,rare (3 occ.)
Alt,الت,1,1,>alato (أَلَتْ) x1,V: 100%,79,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
khn,كهن,2,1,kaAhin (كَاهِن) x2,N: 100%,19,Household Law & Lineage,2,1.0,*kr (ذكر) x2,False,1,noun-only; rare (2 occ.); in named cluster: Household Law & Lineage
qwb,قوب,1,1,qaAb (قَاب) x1,N: 100%,520,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
qws,قوس,1,1,qawosayon (قَوْسَيْن) x1,N: 100%,521,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
Dyz,ضيز,1,1,DiyzaY`^ (ضِيزَىٰ^) x1,ADJ: 100%,113,,1,1.0,,False,0,single occurrence; confined to 1 surah
kdy,كدي,1,1,>akodaY`^ (أَكْدَىٰ^) x1,V: 100%,395,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
qny,قني,1,1,>aqonaY` (أَقْنَىٰ) x1,N: 100%,513,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
smd,سمد,1,1,sa`miduwn (سَٰمِدُون) x1,N: 100%,574,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
hmr,همر,1,1,m~unohamir (مُّنْهَمِر) x1,N: 100%,345,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
dsr,دسر,1,1,dusur (دُسُر) x1,N: 100%,287,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
qEr,قعر,1,1,m~unqaEir (مُّنقَعِر) x1,N: 100%,495,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
A$r,اشر,2,1,>a$ir (أَشِر) x2,ADJ: 100%,4,"Revelation, Speech & Disbelief",1,1.0,k*b (كذب) x2,False,1,"rare (2 occ.); in named cluster: Revelation, Speech & Disbelief; confined to 1 surah"
dhy,دهي,1,1,>adohaY` (أَدْهَىٰ) x1,ADJ: 100%,280,,1,1.0,,False,0,single occurrence; confined to 1 surah
Anm,انم,1,1,>anaAm (أَنَام) x1,N: 100%,83,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
fny,فني,1,1,faAn (فَان) x1,N: 100%,304,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
jll,جلل,2,1,jala`l (جَلَٰل) x2,N: 100%,367,,1,0.0,krm (كرم) x2; rbb (ربب) x2,False,2,noun-only; rare (2 occ.); confined to 1 surah
nf*,نفذ,3,1,tanfu*u (تَنفُذُ) x3,V: 100%,464,,1,0.0,,False,0,verb-only; rare (3 occ.); confined to 1 surah
$wZ,شوظ,1,1,$uwaAZ (شُوَاظ) x1,N: 100%,38,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
fnn,فنن,1,1,>afonaAn (أَفْنَان) x1,N: 100%,303,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
Tmv,طمث,2,1,yaTomivo (يَطْمِثْ) x2,V: 100%,34,,1,0.0,Ans (انس) x2; jnn (جنن) x2; qbl (قبل) x2,False,3,verb-only; rare (2 occ.); confined to 1 surah
dhm,دهم,1,1,mudohaA^m~ataAn (مُدْهَا^مَّتَان) x1,N: 100%,276,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
nDx,نضخ,1,1,naD~aAxataAn (نَضَّاخَتَان) x1,ADJ: 100%,454,,1,0.0,,False,0,single occurrence; confined to 1 surah
xym,خيم,1,1,xiyaAm (خِيَام) x1,N: 100%,650,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
rfrf,رفرف,1,1,raforaf (رَفْرَف) x1,N: 100%,531,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
Ebqr,عبقر,1,1,EaboqariY~ (عَبْقَرِىّ) x1,N: 100%,119,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
rjj,رجج,2,2,ruj~ati (رُجَّتِ) x1; raj~ (رَجّ) x1,"V: 50%, N: 50%",534,,1,1.0,,False,0,rare (2 occ.); confined to 1 surah
bss,بسس,2,2,bus~ati (بُسَّتِ) x1; bas~ (بَسّ) x1,"V: 50%, N: 50%",264,,1,1.0,,False,0,rare (2 occ.); confined to 1 surah
$Am,شام,3,1,ma$o_#amap (مَشْـ#َمَة) x3,N: 100%,0,The Believers' Reward,2,1.0,SHb (صحب) x2,False,1,noun-only; rare (3 occ.); in named cluster: The Believers' Reward
vll,ثلل,3,1,vul~ap (ثُلَّة) x3,N: 100%,4,"Revelation, Speech & Disbelief",1,1.0,Awl (اول) x2,False,1,"noun-only; rare (3 occ.); in named cluster: Revelation, Speech & Disbelief; confined to 1 surah"
wDn,وضن,1,1,m~awoDuwnap (مَّوْضُونَة) x1,ADJ: 100%,605,,1,1.0,,False,0,single occurrence; confined to 1 surah
xDd,خضد,1,1,m~axoDuwd (مَّخْضُود) x1,ADJ: 100%,633,,1,1.0,,False,0,single occurrence; confined to 1 surah
TlH,طلح,1,1,TaloH (طَلْح) x1,N: 100%,230,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
skb,سكب,1,1,m~asokuwb (مَّسْكُوب) x1,N: 100%,569,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
mzn,مزن,1,1,muzon (مُزْن) x1,N: 100%,450,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
fsH,فسح,3,2,yafosaHi (يَفْسَحِ) x2; tafas~aHu (تَفَسَّحُ) x1,V: 100%,310,,1,0.0,,False,0,verb-only; rare (3 occ.); confined to 1 surah
jls,جلس,1,1,maja`lis (مَجَٰلِس) x1,N: 100%,368,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
wjf,وجف,2,2,>awojafo (أَوْجَفْ) x1; waAjifap (وَاجِفَة) x1,"V: 50%, ADJ: 50%",619,,2,0.5,,False,0,rare (2 occ.)
rSS,رصص,1,1,m~aroSuwS (مَّرْصُوص) x1,ADJ: 100%,525,,1,0.0,,False,0,single occurrence; confined to 1 surah
x$b,خشب,1,1,xu$ub (خُشُب) x1,N: 100%,631,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
snd,سند,1,1,m~usan~adap (مُّسَنَّدَة) x1,ADJ: 100%,576,,1,0.0,,False,0,single occurrence; confined to 1 surah
gbn,غبن,1,1,t~agaAbun (تَّغَابُن) x1,N: 100%,322,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
vyb,ثيب,1,1,vay~iba`t (ثَيِّبَٰت) x1,ADJ: 100%,601,,1,0.0,,False,0,single occurrence; confined to 1 surah
Tbq,طبق,4,1,Tabaq (طَبَق) x4,"ADJ: 50%, N: 50%",46,,3,1.0,rAy (راي) x2; sbE (سبع) x2; smw (سمو) x2; xlq (خلق) x2,False,4,rare (4 occ.)
nmm,نمم,1,1,namiym (نَمِيم) x1,N: 100%,474,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
znm,زنم,1,1,zaniym (زَنِيم) x1,N: 100%,662,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
xrTm,خرطم,1,1,xuroTuwm (خُرْطُوم) x1,N: 100%,646,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
Srm,صرم,3,3,yaSorimu (يَصْرِمُ) x1; S~ariym (صَّرِيم) x1; Sa`rimiyn (صَٰرِمِين) x1,"N: 67%, V: 33%",95,,1,1.0,SbH (صبح) x2,False,1,rare (3 occ.); confined to 1 surah
Hrd,حرد,1,1,Harod (حَرْد) x1,N: 100%,184,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
Hsm,حسم,1,1,Husuwm (حُسُوم) x1,ADJ: 100%,189,,1,1.0,,False,0,single occurrence; confined to 1 surah
SrE,صرع,1,1,SaroEaY` (صَرْعَىٰ) x1,N: 100%,219,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
why,وهي,1,1,waAhiyap (وَاهِيَة) x1,N: 100%,617,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
qTf,قطف,2,1,quTuwf (قُطُوف) x2,N: 100%,96,Dunya vs. Ākhirah,2,0.5,dnw (دنو) x2,False,1,noun-only; rare (2 occ.); in named cluster: Dunya vs. Ākhirah
HDD,حضض,3,2,yaHuD~u (يَحُضُّ) x2; taHa`^D~u (تَحَٰ^ضُّ) x1,V: 100%,157,,3,1.0,TEm (طعم) x3; skn (سكن) x3,False,1,verb-only; rare (3 occ.)
wtn,وتن,1,1,watiyn (وَتِين) x1,N: 100%,629,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
Ehn,عهن,2,1,Eihon (عِهْن) x2,N: 100%,127,,2,1.0,jbl (جبل) x2; kwn (كون) x2,False,2,noun-only; rare (2 occ.)
hlE,هلع,1,1,haluwE (هَلُوع) x1,N: 100%,343,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
Ezw,عزو,1,1,Eiziyn (عِزِين) x1,N: 100%,155,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
wfD,وفض,1,1,yuwfiDu (يُوفِضُ) x1,V: 100%,613,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
nsr,نسر,1,1,nasor (نَسْر) x1,PN: 100%,480,,1,1.0,,False,0,proper-noun-only; single occurrence; confined to 1 surah
Hrs,حرس,1,1,Haras (حَرَس) x1,N: 100%,186,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
hrb,هرب,1,1,harab (هَرَب) x1,N: 100%,349,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
Hry,حري,1,1,taHar~a (تَحَرَّ) x1,V: 100%,187,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
HTb,حطب,2,1,HaTab (حَطَب) x2,N: 100%,163,,2,1.0,,False,0,noun-only; rare (2 occ.)
gdq,غدق,1,1,gadaq (غَدَق) x1,ADJ: 100%,323,,1,1.0,,False,0,single occurrence; confined to 1 surah
lbd,لبد,2,2,libad (لِبَد) x1; l~ubad (لُّبَد) x1,"N: 50%, ADJ: 50%",417,,2,1.0,,False,0,rare (2 occ.)
zml,زمل,1,1,muz~am~il (مُزَّمِّل) x1,N: 100%,661,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
btl,بتل,2,2,tabat~alo (تَبَتَّلْ) x1; tabotiyl (تَبْتِيل) x1,"V: 50%, N: 50%",266,,1,1.0,,False,0,rare (2 occ.); confined to 1 surah
gSS,غصص,1,1,guS~ap (غُصَّة) x1,N: 100%,319,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
kvb,كثب,1,1,kaviyb (كَثِيب) x1,N: 100%,409,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
hyl,هيل,1,1,m~ahiyl (مَّهِيل) x1,ADJ: 100%,351,,1,1.0,,False,0,single occurrence; confined to 1 surah
dvr,دثر,1,1,mud~av~ir (مُدَّثِّر) x1,N: 100%,290,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
Ebs,عبس,3,2,Eabasa (عَبَسَ) x2; Eabuws (عَبُوس) x1,"V: 67%, ADJ: 33%",121,,3,0.667,,False,0,rare (3 occ.)
bsr,بسر,2,2,basara (بَسَرَ) x1; baAsirap (بَاسِرَة) x1,"V: 50%, N: 50%",263,,2,1.0,,False,0,rare (2 occ.)
qsr,قسر,1,1,qasowarap (قَسْوَرَة) x1,N: 100%,516,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
Hrk,حرك,1,1,tuHar~iko (تُحَرِّكْ) x1,V: 100%,185,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
nDr,نضر,3,2,naDorap (نَضْرَة) x2; n~aADirap (نَّاضِرَة) x1,N: 100%,17,Bodily Purity & Prayer,3,0.667,wjh (وجه) x2,False,1,noun-only; rare (3 occ.); in named cluster: Bodily Purity & Prayer
trq,ترق,1,1,t~araAqiY (تَّرَاقِى) x1,N: 100%,592,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
mTw,مطو,1,1,yatamaT~aY`^ (يَتَمَطَّىٰ^) x1,V: 100%,439,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
sdy,سدي,1,1,sudFY (سُدًى) x1,N: 100%,559,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
m$j,مشج,1,1,>amo$aAj (أَمْشَاج) x1,ADJ: 100%,433,,1,0.0,,False,0,single occurrence; confined to 1 surah
mzj,مزج,3,1,mizaAj (مِزَاج) x3,N: 100%,390,,2,0.333,kAs (كاس) x2; kwn (كون) x2,False,2,noun-only; rare (3 occ.)
qmTr,قمطر,1,1,qamoTariyr (قَمْطَرِير) x1,ADJ: 100%,509,,1,0.0,,False,0,single occurrence; confined to 1 surah
zmhr,زمهر,1,1,zamohariyr (زَمْهَرِير) x1,N: 100%,660,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
kft,كفت,1,1,kifaAt (كِفَات) x1,N: 100%,397,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
$mx,شمخ,1,1,$a`mixa`t (شَٰمِخَٰت) x1,ADJ: 100%,26,,1,1.0,,False,0,single occurrence; confined to 1 surah
lhb,لهب,3,1,lahab (لَهَب) x3,N: 100%,423,,2,1.0,,False,0,noun-only; rare (3 occ.)
whj,وهج,1,1,wah~aAj (وَهَّاج) x1,ADJ: 100%,616,,1,1.0,,False,0,single occurrence; confined to 1 surah
vjj,ثجج,1,1,vaj~aAj (ثَجَّاج) x1,ADJ: 100%,597,,1,1.0,,False,0,single occurrence; confined to 1 surah
dhq,دهق,1,1,dihaAq (دِهَاق) x1,ADJ: 100%,278,,1,1.0,,False,0,single occurrence; confined to 1 surah
n$T,نشط,2,2,n~a`$iTa`t (نَّٰشِطَٰت) x1; na$oT (نَشْط) x1,N: 100%,451,,1,1.0,,False,0,noun-only; rare (2 occ.); confined to 1 surah
nxr,نخر,1,1,n~axirap (نَّخِرَة) x1,ADJ: 100%,489,,1,1.0,,False,0,single occurrence; confined to 1 surah
shr,سهر,1,1,s~aAhirap (سَّاهِرَة) x1,N: 100%,565,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
smk,سمك,1,1,samok (سَمْك) x1,N: 100%,575,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
gT$,غطش,1,1,>agoTa$a (أَغْطَشَ) x1,V: 100%,321,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
dHw,دحو,1,1,daHaY` (دَحَىٰ) x1,V: 100%,272,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
Tmm,طمم,1,1,T~aA^m~ap (طَّا^مَّة) x1,N: 100%,232,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
qDb,قضب,1,1,qaDob (قَضْب) x1,N: 100%,494,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
Abb,ابب,1,1,>ab~ (أَبّ) x1,N: 100%,68,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
Sxx,صخخ,1,1,S~aA^x~ap (صَّا^خَّة) x1,N: 100%,224,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
kdr,كدر,1,1,{nkadarato (ٱنكَدَرَتْ) x1,V: 100%,394,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
wH$,وحش,1,1,wuHuw$ (وُحُوش) x1,N: 100%,606,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
wAd,واد,1,1,mawo'udap (مَوْءُدَة) x1,N: 100%,603,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
k$T,كشط,1,1,ku$iTato (كُشِطَتْ) x1,V: 100%,389,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
xns,خنس,2,2,xun~as (خُنَّس) x1; xan~aAs (خَنَّاس) x1,"N: 50%, ADJ: 50%",645,,2,1.0,,False,0,rare (2 occ.)
kns,كنس,1,1,kun~as (كُنَّس) x1,ADJ: 100%,404,,1,1.0,,False,0,single occurrence; confined to 1 surah
EsEs,عسعس,1,1,EasoEasa (عَسْعَسَ) x1,V: 100%,143,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
Dnn,ضنن,1,1,Daniyn (ضَنِين) x1,N: 100%,110,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
bEvr,بعثر,2,1,buEovira (بُعْثِرَ) x2,V: 100%,243,,2,1.0,qbr (قبر) x2,False,1,verb-only; rare (2 occ.)
Tff,طفف,1,1,muTaf~ifiyn (مُطَفِّفِين) x1,N: 100%,228,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
ryn,رين,1,1,raAna (رَانَ) x1,V: 100%,551,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
rHq,رحق,1,1,r~aHiyq (رَّحِيق) x1,N: 100%,524,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
snm,سنم,1,1,tasoniym (تَسْنِيم) x1,N: 100%,578,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
gmz,غمز,1,1,yatagaAmazu (يَتَغَامَزُ) x1,V: 100%,328,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
kdH,كدح,2,2,kaAdiH (كَادِح) x1; kadoH (كَدْح) x1,N: 100%,393,,1,1.0,,False,0,noun-only; rare (2 occ.); confined to 1 surah
wsq,وسق,2,2,wasaqa (وَسَقَ) x1; {t~asaqa (ٱتَّسَقَ) x1,V: 100%,627,,1,1.0,,False,0,verb-only; rare (2 occ.); confined to 1 surah
dfq,دفق,1,1,daAfiq (دَافِق) x1,ADJ: 100%,275,,1,1.0,,False,0,single occurrence; confined to 1 surah
hzl,هزل,1,1,hazol (هَزْل) x1,N: 100%,354,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
sTH,سطح,1,1,suTiHato (سُطِحَتْ) x1,V: 100%,555,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
swT,سوط,1,1,sawoT (سَوْط) x1,N: 100%,585,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
jmm,جمم,1,1,jam~ (جَمّ) x1,ADJ: 100%,372,,1,1.0,,False,0,single occurrence; confined to 1 surah
kbd,كبد,1,1,kabad (كَبَد) x1,N: 100%,391,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
$fh,شفه,1,1,$afatayon (شَفَتَيْن) x1,N: 100%,13,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
njd,نجد,1,1,n~ajodayon (نَّجْدَيْن) x1,N: 100%,470,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
fkk,فكك,2,2,fak~ (فَكّ) x1; munfak~iyn (مُنفَكِّين) x1,N: 100%,299,,2,0.5,,False,0,noun-only; rare (2 occ.)
sgb,سغب,1,1,masogabap (مَسْغَبَة) x1,N: 100%,562,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
THw,طحو,1,1,TaHaY` (طَحَىٰ) x1,V: 100%,227,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
lhm,لهم,1,1,>alohama (أَلْهَمَ) x1,V: 100%,424,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
dsw,دسو,1,1,das~aY` (دَسَّىٰ) x1,V: 100%,289,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
dmdm,دمدم,1,1,damodama (دَمْدَمَ) x1,V: 100%,283,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
lZy,لظي,1,1,talaZ~aY` (تَلَظَّىٰ) x1,V: 100%,416,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
sjw,سجو,1,1,sajaY` (سَجَىٰ) x1,V: 100%,568,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
tyn,تين,1,1,t~iyn (تِّين) x1,N: 100%,594,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
sfE,سفع,1,1,nasofaEF[ (نَسْفَعً[) x1,V: 100%,560,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
zbn,زبن,1,1,z~abaAniyap (زَّبَانِيَة) x1,N: 100%,655,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
DbH,ضبح,1,1,DaboH (ضَبْح) x1,N: 100%,103,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
qdH,قدح,1,1,qadoH (قَدْح) x1,N: 100%,502,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
nqE,نقع,1,1,naqoE (نَقْع) x1,N: 100%,475,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
knd,كند,1,1,kanuwd (كَنُود) x1,N: 100%,403,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
HSl,حصل,1,1,HuS~ila (حُصِّلَ) x1,V: 100%,160,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
fyl,فيل,1,1,fiyl (فِيل) x1,N: 100%,317,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
$tw,شتو,1,1,$~itaA^' (شِّتَا^ء) x1,N: 100%,37,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
Syf,صيف,1,1,S~ayof (صَّيْف) x1,N: 100%,226,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
mEn,معن,1,1,maAEuwn (مَاعُون) x1,N: 100%,435,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
nHr,نحر,1,1,{noHaro (ٱنْحَرْ) x1,V: 100%,459,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
btr,بتر,1,1,>abotar (أَبْتَر) x1,N: 100%,267,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
